RCode,Orig,Dest,DepFix,Route String,DCNTR,ACNTR,TCNTRs,CoordReq,Play,NavEqp
BDLFLL82,KBDL,KFLL,VEERS,KBDL VEERS PWL IGN Q480 AIR HVQ Q147 BURGG ENEME TEEKY4 KFLL,ZBW,ZMA,ZBW ZID ZJX ZMA ZNY ZOB ZTL,Y,NE TO FLORIDA VIA Q480 2,3
BDLFLLA4,KBDL,KFLL,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 MOL GSO Q75 ENEME TEEKY4 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY ZTL,Y,,3
BDLFLLA6,KBDL,KFLL,VEERS,KBDL VEERS PWL BASYE Q406 BWZ J6 HVQ SPAYD VXV THRSR ZPLEN TEEKY4 KFLL,ZBW,ZMA,ZBW ZDC ZID ZJX ZMA ZNY ZTL,Y,NE TO FLORIDA VIA J6,3
BDLFLLB7,KBDL,KFLL,VEERS,KBDL VEERS PWL BIZEX Q75 ENEME TEEKY4 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY ZTL,Y,NE TO FLORIDA VIA Q75 2,3
BDLFLLDW,KBDL,KFLL,CCC,KBDL THUMB1 CCC SPDEY Y488 STERN Y493 JENKS MAJIK CUUDA3 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY ZWY,N,,3
BDLFLLF2,KBDL,KFLL,CCC,KBDL THUMB1 CCC Q97 SAWED GUILD Q409 ENEME TEEKY4 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY,Y,NE TO FLORIDA VIA Q409,3
BDLFLLF4,KBDL,KFLL,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 MOL FLASK GOWBE BURGG QUIWE Q93 PRMUS CUUDA3 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY ZTL,Y,NE TO FLORIDA VIA J48 1,3
BDLFLLFN,KBDL,KFLL,CTR,KBDL CTR HNK J49 PSB QUARM AIR HVQ Q147 BURGG QUIWE Q93 PRMUS CUUDA3 KFLL,ZBW,ZMA,ZBW ZID ZJX ZMA ZNY ZOB ZTL,Y,,3
BDLFLLN4,KBDL,KFLL,CTR,KBDL CTR HNK J49 PSB Q71 GEFFS HVQ Q147 BURGG ENEME TEEKY4 KFLL,ZBW,ZMA,ZBW ZID ZJX ZMA ZNY ZOB ZTL,Y,,3
BDLFLLPJ,KBDL,KFLL,CCC,KBDL THUMB1 CCC Q97 KALDA Q161 CHIEZ Y291 MAJIK CUUDA3 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY,N,,3
BDLFLLPL,KBDL,KFLL,CCC,KBDL THUMB1 CCC Q97 PRMUS CUUDA3 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY,N,NE TO FLORIDA VIA Q97 1,3
BDLFLLS5,KBDL,KFLL,VEERS,KBDL VEERS PWL BIZEX Q75 GSO Q83 JEVED Q97 PRMUS CUUDA3 KFLL,ZBW,ZMA,ZBW ZDC ZJX ZMA ZNY ZTL,Y,NE TO FLORIDA VIA Q75 1,3
BDLHOU29,KBDL,KHOU,CTR,KBDL CTR CAM Q822 GONZZ Q29 HARES SWEUP WAPPL7 KHOU,ZBW,ZHU,ZBW ZFW ZHU ZID ZME ZOB,N,,1
BDLHOU48,KBDL,KHOU,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 CSN FANPO Q40 ALEAN VXV HITMN MEMFS SQS SWEUP WAPPL7 KHOU,ZBW,ZHU,ZBW ZDC ZFW ZHU ZME ZNY ZTL,Y,,1
BDLHOUB1,KBDL,KHOU,VEERS,KBDL VEERS PWL BIZEX Q75 GVE LYH COLZI Q52 CHOPZ THRSR VLKNN AEX WAPPL7 KHOU,ZBW,ZHU,ZBW ZDC ZHU ZME ZNY ZTL,Y,,3
BDLHOUB2,KBDL,KHOU,VEERS,KBDL VEERS PWL BIZEX Q75 GVE LYH COLZI Q52 CHOPZ MGMRY CATLN Q56 SJI PUCKS4 KHOU,ZBW,ZHU,ZBW ZDC ZHU ZNY ZTL,Y,IAH DOOBI NORTH,3
BDLHOUB7,KBDL,KHOU,VEERS,KBDL VEERS PWL BIZEX Q75 GVE LYH COLZI Q52 CHOPZ MGMRY GARTS MCB AEX WAPPL7 KHOU,ZBW,ZHU,ZBW ZDC ZHU ZNY ZTL,Y,,3
BDLHOUPJ,KBDL,KHOU,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 CSN FANPO Q40 AEX WAPPL7 KHOU,ZBW,ZHU,ZBW ZDC ZHU ZME ZNY ZTL,N,,1
BDLHOUT7,KBDL,KHOU,CCC,KBDL THUMB1 CCC Q97 SAWED GUILD Q409 MRPIT CEELY Q172 YUTEE IRQ THRSR SARKK AEX WAPPL7 KHOU,ZBW,ZHU,ZBW ZDC ZHU ZJX ZME ZNY ZTL,Y,,3
BDLIAD29,KBDL,KIAD,CTR,KBDL CTR CAM Q822 GONZZ Q29 SPYDY AIR J162 MGW GIBBZ6 KIAD,ZBW,ZDC,ZBW ZDC ZOB,Y,DC NORTH,3
BDLIADEW,KBDL,KIAD,CCC,KBDL THUMB1 CCC TOPRR Q167 ZIZZI KNUKK CHOPS T315 TAPPA BRV KIAD,ZBW,ZDC,ZBW ZDC ZNY,Y,,3
BDLIADN4,KBDL,KIAD,CTR,KBDL CTR HNK J49 PSB WAYNZ2 KIAD,ZBW,ZDC,ZBW ZDC ZNY ZOB,N,ZBW VIA HNK ESCAPE,2
BDLIADPJ,KBDL,KIAD,VEERS,KBDL VEERS PWL GANDE HYPER1 KIAD,ZBW,ZDC,ZBW ZDC ZNY,N,,1
BDLIADT7,KBDL,KIAD,CCC,KBDL THUMB1 CCC TOPRR Q167 ZJAAY ORF GEARS TRSSK CAVLR7 KIAD,ZBW,ZDC,ZBW ZDC ZNY,Y,DC NORTH,3
BDLIADY5,KBDL,KIAD,CTR,KBDL CTR CAM SYR J59 PSB WAYNZ2 KIAD,ZBW,ZDC,ZBW ZDC ZNY ZOB,N,DC NORTH,2
BDLIAH29,KBDL,KIAH,CTR,KBDL CTR CAM Q822 GONZZ Q29 KLYNE PXV J131 LIT EDWAH Q33 SWEUP ZEEKK3 KIAH,ZBW,ZHU,ZBW ZFW ZHU ZID ZME ZOB,Y,ZBW VIA SYR ESCAPE,3
BDLIAH48,KBDL,KIAH,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 CSN FANPO Q40 ALEAN VXV HITMN MEMFS SQS SWEUP ZEEKK3 KIAH,ZBW,ZHU,ZBW ZDC ZFW ZHU ZME ZNY ZTL,Y,,3
BDLIAHB1,KBDL,KIAH,VEERS,KBDL VEERS PWL BIZEX Q75 GVE LYH COLZI Q52 CHOPZ THRSR VLKNN AEX DOOBI3 KIAH,ZBW,ZHU,ZBW ZDC ZHU ZME ZNY ZTL,Y,,3
BDLIAHB2,KBDL,KIAH,VEERS,KBDL VEERS PWL BIZEX Q75 GVE LYH COLZI Q52 CHOPZ MGMRY CATLN Q56 SJI LINKK1 KIAH,ZBW,ZHU,ZBW ZDC ZHU ZNY ZTL,Y,IAH DOOBI NORTH,3
BDLIAHB7,KBDL,KIAH,VEERS,KBDL VEERS PWL BIZEX Q75 GVE LYH COLZI Q52 CHOPZ MGMRY GARTS MCB AEX DOOBI3 KIAH,ZBW,ZHU,ZBW ZDC ZHU ZNY ZTL,Y,,3
BDLIAHN4,KBDL,KIAH,CTR,KBDL CTR HNK J49 PSB HVQ Q68 LITTR Q33 SWEUP ZEEKK3 KIAH,ZBW,ZHU,ZBW ZFW ZHU ZID ZME ZNY ZOB,Y,ZBW VIA HNK ESCAPE,3
BDLIAHPJ,KBDL,KIAH,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 CSN FANPO Q40 AEX DOOBI3 KIAH,ZBW,ZHU,ZBW ZDC ZHU ZME ZNY ZTL,N,,1
BDLIAHT7,KBDL,KIAH,CCC,KBDL THUMB1 CCC Q97 SAWED GUILD Q409 MRPIT CEELY Q172 YUTEE IRQ THRSR VLKNN AEX DOOBI3 KIAH,ZBW,ZHU,ZBW ZDC ZHU ZJX ZME ZNY ZTL,Y,ZBW VIA HTO ESCAPE,3
BDLILMPJ,KBDL,KILM,CCC,KBDL THUMB1 CCC Q97 PAACK CHVIS BEULA KILM,ZBW,ZDC,ZBW ZDC ZNY,N,,3
BDLILN29,KBDL,KILN,CTR,KBDL CTR CAM Q822 GONZZ Q29 WWSHR APE KILN,ZBW,ZID,ZBW ZID ZOB,N,,1
BDLILNPJ,KBDL,KILN,VEERS,KBDL VEERS PWL IGN Q480 AIR APE KILN,ZBW,ZID,ZBW ZID ZNY ZOB,N,,1
BDLIND29,KBDL,KIND,CTR,KBDL CTR CAM Q822 GONZZ Q29 KLYNE RINTE SNKPT2 KIND,ZBW,ZID,ZBW ZID ZOB,N,,1
BDLINDPJ,KBDL,KIND,VEERS,KBDL VEERS PWL IGN Q480 AIR RINTE SNKPT2 KIND,ZBW,ZID,ZBW ZID ZNY ZOB,N,,1
BDLJAX92,KBDL,KJAX,CCC,KBDL THUMB1 CCC Q97 ELMSZ JROSS ESENT LUNNI2 KJAX,ZBW,ZJX,ZBW ZDC ZJX ZNY,Y,NE TO FLORIDA VIA Q97 2,3
BDLJAXA4,KBDL,KJAX,VEERS,KBDL VEERS PWL BASYE Q448 PTW J48 MOL FLASK GOWBE BURGG IRQ FINNE OHDEA2 KJAX,ZBW,ZJX,ZBW ZDC ZJX ZNY ZTL,Y,,3
BDLJAXB7,KBDL,KJAX,VEERS,KBDL VEERS PWL BIZEX Q75 GSO Q83 WURFL ESENT LUNNI2 KJAX,ZBW,ZJX,ZBW ZDC ZJX ZNY ZTL,Y,,3
BDLJAXDW,KBDL,KJAX,CCC,KBDL THUMB1 CCC SPDEY Y488 STERN Y493 BAHAA AR5 KOOKK KJAX,ZBW,ZJX,ZBW ZDC ZJX ZNY ZWY,N,,3
BDLJAXPJ,KBDL,KJAX,CCC,KBDL THUMB1 CCC Q97 SAWED GUILD Q409 SESUE ESENT LUNNI2 KJAX,ZBW,ZJX,ZBW ZDC ZJX ZNY,N,,3
BDLJSJ97,KBDL,TJSJ,CCC,KBDL THUMB1 CCC Q97 EBAYY ZFP RENAH Y355 PLING RTE7 SAALR TJSJ,ZBW,ZSU,ZBW ZDC ZJX ZMA ZNY ZSU,N,,3
BDLJSJB7,KBDL,TJSJ,VEERS,KBDL VEERS PWL BIZEX Q75 GSO Q83 JEVED Q97 PRMUS Q89 MANLE Y185 RENAH Y355 PLING RTE7 SAALR TJSJ,ZBW,ZSU,ZBW ZDC ZJX ZMA ZNY ZSU ZTL,N,,3
BDLJSJL1,KBDL,TJSJ,CCC,KBDL THUMB1 CCC Q97 KALDA Q101 SKARP Y327 JAINS L451 IORIO FIPEK Y355 PLING RTE7 SAALR TJSJ,ZBW,ZSU,ZBW ZDC ZJX ZMA ZNY ZSU ZWY,N,,3
